"Item ID","Item Name","Category Name","Category ID","Unit (UOM)","Unit ID","Opening Quantity","Opening Stock (Text)","Min Quantity","Model","Grade","Height","Width","Length","Thickness","Type","Classification","Placement / Warehouse","Composition","Outer Diameter","Inner Diameter","No of Coil","Is Deleted","Created At","Updated At"
"2","BEARING 608 ZZ","Raw Material","1","NOS","0","0","NA","0","","C","0","0","0","0","","SEMI_FINISH","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"3","BEARING 2216","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","FINISH","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"4","BEARING 6014","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"5","BEARING 6019","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"6","BEARING 6200","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"7","BEARING 6201","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"8","BEARING 6202","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"9","BEARING 6206","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"10","BEARING 6205","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"11","BEARING 6208","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"12","BEARING 6209","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"13","BEARING 6210","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"14","BEARING 6218","Raw Material","1","NOS","0","0","16","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"15","BEARING 6303","Raw Material","1","NOS","0","0","10","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"16","BEARING 6305","Raw Material","1","NOS","0","0","NA","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"17","BEARING 6306","Raw Material","1","NOS","0","0","NA","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"18","BEARING 6308","Raw Material","1","NOS","0","0","NA","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"19","BEARING 6309","Raw Material","1","NOS","0","0","NA","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"20","BEARING 6322","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"21","BEARING 6312","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"22","BEARING 6320 C3","Raw Material","1","NOS","0","0","2","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"23","BEARING 7221","Raw Material","1","NOS","0","0","13","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"24","BEARING 6215","Raw Material","1","NOS","0","0","4","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"25","BEARING 6301","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"26","BEARING 6304","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"27","BEARING 6203","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"28","BEARING 6212","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"29","BEARING 30308","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"30","BEARING 32211","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"31","BEARING 32021","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"32","BEARING 22220 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"33","BEARING 22220 K","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"34","BEARING 22226 C3","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"35","BEARING 22324 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"36","BEARING 30212","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"37","BEARING 30310","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"38","BEARING 32209","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"39","BEARING 30208","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"40","BEARING 30306","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"41","BEARING 30207","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"42","BEARING 30209","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"43","BEARING 32012X","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"44","BEARING 32015","Raw Material","1","NOS","0","0","7","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"45","BEARING 32308","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"46","BEARING 32215","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"47","BEARING 32310","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"48","BEARING 23230 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"49","BEARING 22340 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"50","BEARING 22322 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"51","BEARING 22322 C4","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"52","BEARING 22240 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"53","BEARING 22222 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"54","BEARING 22222 K","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"55","BEARING 23040 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"56","Sleeve H-322","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"57","Plummer Block SN-522","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"58","BEARING 22219","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"59","Bearing 22313 ","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"60","Bearing 22316 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"61","BEARING 22319","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"62","BEARING 22230 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"63","BEARING 22332 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"64","BEARING 22319 C4","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"65","BEARING 22320 C3","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"66","BEARING 22317 C4","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"67","BEARING 22326 C3","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"68","BEARING 23136 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"69","BEARING 23140 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"70","BEARING 22224 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"71","BEARING 22328 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"72","BEARING 22328 C4","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"73","BEARING 23236 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"74","BEARING 23144 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"75","BEARING 22336 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"76","BEARING 24060 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"77","BEARING 23156 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"78","BEARING 23156 K","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"79","BEARING 22244 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"80","BEARING 22348 K","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"81","BEARING 24128 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"82","BEARING 32208","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"83","BEARING 32026","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"84","BEARING 30212","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"85","BEARING 30204","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"86","BEARING 30205","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"87","BEARING 30206","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"88","BEARING 30207","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"89","BEARING 30318","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"90","BEARING 30317","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"91","BEARING 33021","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"92","BEARING 30216","Raw Material","1","NOS","0","0","0","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"93","BEARING LS-9","Raw Material","1","NOS","0","0","0","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"94","Bearing 23124 C3","Raw Material","1","NOS","0","0","0","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"95","BEARING NJ-2311","Raw Material","1","NOS","0","0","12","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"96","BEARING NJ-409","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"97","BEARING NJ-2315","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"98","BEARING NJ-2316","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"99","BEARING NJ-2308","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"100","BEARING NJ-310","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"101","BEARING NU-216","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"102","BEARING NU-318","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"103","BEARING NU-320","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"104","BEARING 30320","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"105","BEARING 22224 K","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"106","BEARING 51307","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"107","BEARING 51210","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"108","BEARING 51212","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"109","BEARING 51215","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"110","BEARING 51211","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"111","BEARING UCF-205","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"112","BEARING 6204","Raw Material","1","NOS","0","0","2000","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"113","BEARING 23252 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"114","BEARING 22228 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"115","BEARING 22330 C3","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"116","BEARING 22330 C4","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"117","BEARING 22338 K","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"118","BEARING 23138 C3","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"119","BEARING 23148 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"120","BEARING 23238 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"121","BEARING 23238 K","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"122","BEARING 23248 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"123","BEARING 22344 C3","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"124","BEARING 24152","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"125","BEARING GE-200","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"126","BEARING GE-260","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"127","BEARING UCP 206","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"128","BEARING UCP 207","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"129","BEARING UCP 208","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"130","BEARING UCP 209","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"131","BEARING UCP 210","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"132","BEARING UCP 211","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"133","BEARING UCP 212","Raw Material","1","NOS","0","0","18","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"134","BEARING UCP 213","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"135","BEARING UCP 214","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"136","BEARING UCP 216","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"137","Sleeve H-3136 R/H","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"138","Sleeve H-3136 L/H","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"139","Sleeve H-3156 R/H  ","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"140","Sleeve H-3156 L/H  ","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"141","V Belt B-74","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"142","V Belt C-305","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"143","V Belt C-110","Raw Material","1","NOS","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"144","V Belt D-88","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"145","V Belt D-165","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"146","V Belt D-250","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"147","V Belt D-260","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"148","V Belt D-275","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"149","V Belt C-75","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"150","V Belt C-92","Raw Material","1","NOS","0","0","8","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"151","V Belt C-182","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"152","V Belt C-156","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"153","V Belt C-295","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"154","V Belt SPC-5300","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"155","V Belt SPC-4300","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"156","V Belt SPC-4500","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"157","V Belt D-238","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"158","V Belt SPC-6300","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"159","V Belt D-275","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"160","V Belt C-280","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
