"Item ID","Item Name","Category Name","Category ID","Unit (UOM)","Unit ID","Opening Quantity","Opening Stock (Text)","Min Quantity","Model","Grade","Height","Width","Length","Thickness","Type","Classification","Placement / Warehouse","Composition","Outer Diameter","Inner Diameter","No of Coil","Is Deleted","Created At","Updated At"
"316","LOCK WASHER MB 16","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"317","CHECK NUT KM 17","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"318","LOCK WASHER MB 17","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"319","CHECK NUT KM 18","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"320","LOCK WASHER MB 18","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"321","CHECK NUT KM 19","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"322","LOCK WASHER MB 19","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"323","CHECK NUT KM 20","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"324","LOCK WASHER MB 20","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"325","CHECK NUT KM 21","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"326","LOCK WASHER MB 21","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"327","CHECK NUT KM 22","Raw Material","1","NOS","0","0","14","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"328","LOCK WASHER MB 22","Raw Material","1","NOS","0","0","14","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"329","CHECK NUT KM 23","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"330","LOCK WASHER MB 23","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"331","CHECK NUT KM 24","Raw Material","1","NOS","0","0","16","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"332","LOCK WASHER MB 24","Raw Material","1","NOS","0","0","16","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"333","CHECK NUT KM 25","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"334","LOCK WASHER MB 25","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"335","CHECK NUT KM 26","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"336","LOCK WASHER MB 26","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"337","CHECK NUT KM 28","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"338","LOCK WASHER MB 28","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"339","CHECK NUT KM 30","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"340","LOCK WASHER MB 30","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"341","CHECK NUT KM 32","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"342","LOCK WASHER MB 32","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"343","CHECK NUT KM 34","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"344","LOCK WASHER MB 34","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"345","CHECK NUT KM 36","Raw Material","1","NOS","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"346","LOCK WASHER MB 36","Raw Material","1","NOS","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"347","CHECK NUT KM 38","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"348","LOCK WASHER MB 38","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"349","CHECK NUT KM 40","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"350","LOCK WASHER MB 40","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"351","CHECK NUT KM 42","Raw Material","1","NOS","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"352","LOCK WASHER MB 42","Raw Material","1","NOS","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"353","CHECK NUT KM 44","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"354","LOCK WASHER MB 44","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"355","CHECK NUT KM 48","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"356","LOCK WASHER MB 48","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"357","KM-52 Lock Nut","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"358","MB-52 Lock Washer","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"359","KM-56 Lock Nut","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"360","MB-56 Lock Washer","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"361","KM-60 Lock Nut","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"362","MB-60 Lock Washer","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"363","Amery Paper 60 No.","Raw Material","1","Mtr","0","0","50","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"364","Amery Paper 150 No.","Raw Material","1","NOS","0","0","100","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"365","POLYSRER PUTTY","Raw Material","1","KG","0","0","12","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"366","N C PUTTY","Raw Material","1","KG","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"367","Thinner 002","Raw Material","1","Ltr.","0","0","240","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"368","Thineer 003","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"369","Blue 336","Raw Material","1","Ltr.","0","0","160","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"370","RED PRIMER 202","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"371","GRAY PRIMER 206","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"372","BLACK COLOUR ","Raw Material","1","Ltr.","0","0","80","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"373","CREAM COLOUR","Raw Material","1","Ltr.","0","0","140","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"374","Yellow Paint","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"375","PHIROZI PAINT","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"376","RED PAINT","Raw Material","1","Ltr.","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"377","HARDNER SOLUATION","Raw Material","1","Ltr.","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"378","V Tool 6 Soot","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"379","Boring Tool V 1/2''","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"380","Tool Right  1''","Raw Material","1","NOS","0","0","8","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"381","Tool Left   1''","Raw Material","1","NOS","0","0","8","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"382","6 Soot  Left Tool","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"383","6 Soot Right Tool","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"384","5 Soot Left Tool","Raw Material","1","NOS","0","0","9","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"385","5 Soot Right Tool","Raw Material","1","NOS","0","0","9","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"386","V Tool 1''","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"387","5 Soot V Tool","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"388","Party Tool 1''","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"389","Degri Tool 6 Soot ","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"390","Party Tool   6 Soot","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"391","V Tool 1/2'' Blu Stad","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"392","1/2 Blu Stad Left (TOOL 1/2'')","Raw Material","1","NOS","0","0","18","0","","A","0","0","0","0","","SEMI_FINISH","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"393","1/2 Blu Stad Right ( TOOL 1/2'')","Raw Material","1","NOS","0","0","18","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"394","Bareta Tool  1''","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"395","Degri Tool 1''","Raw Material","1","NOS","0","0","13","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"396","Boring Tool 1/2 Enc Right","Raw Material","1","NOS","0","0","13","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"397","Boring Tool 1/2 Enc Left","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"398","Cathode G002Y","Raw Material","1","NOS","0","0","1","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"399","Gas Guide G102","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"400","Gas Guide G105","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"401","Nozzle G2010 YK","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"402","Nozzle G2012 YK","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"403","Nozzle G2014 YK","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"404","Nozzle G2008 YK","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"405","Nozzle G2326 YK","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"406","Nozzle Cap G3249 ","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"407","Nozzle Cap G3028","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"408","Swiral Gas Cap G4030","Raw Material","1","NOS","0","0","3","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"409","Swiral Gas Cap G4020","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"410","Swiral Gas Cap G4025","Raw Material","1","NOS","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"411","Swiral Gas Cap G4345","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"412","Swiral Gas Cap G4350","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"413","CNMX Insart","Raw Material","1","NOS","0","0","10","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"414","CNMG Insart","Raw Material","1","NOS","0","0","30","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"415","Welding Rod 10 No.","Raw Material","1","Pkt","0","0","23","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"416","Welding Rod 8 No.","Raw Material","1","Pkt","0","0","18","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"417","Welding Rod 7018 No.","Raw Material","1","Pkt","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"418","S S Welding Rod","Raw Material","1","Pkt","0","0","4","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"419","Cutting Rod","Raw Material","1","Pkt","0","0","8","0","","A","0","0","0","0","","SEMI_FINISH","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"420","Hard Breazing Rod","Raw Material","1","Pkt","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"421","C.I. Welding Rod","Raw Material","1","Pkt","0","0","6","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"422","Solid Mig Roll","Raw Material","1","Roll","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"423","Hard Facing Mig Roll","Raw Material","1","Kg","0","0","4","5","2026","","0","0","0","0","","SEMI_FINISH","Store MHEL","","","","0","No","0000-00-00 00:00:00","2026-04-24 16:39:03"
"424","Mig Roll","Raw Material","1","Roll","0","0","22","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"425","Dust Seal 426.5x550x43.07 mm ","Raw Material","1","NOS","0","0","1","0","KCC-750 ","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"426","Dust Seal 540.5x717x59 mm ","Raw Material","1","NOS","0","0","1","0","KCC-1000","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"427","Piston Seal 260x300x30 mm","Raw Material","1","NOS","0","0","1","0","KCC-750","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"428","Piston Seal 350x390x35 mm","Raw Material","1","NOS","0","0","1","0","KCC-1000","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"429","Piston Seal 400x440x35 mm","Raw Material","1","NOS","0","0","NA","0","KCC-1200","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"430","DUST SEAL 610X780X59.07 MM ","Raw Material","1","NOS","0","0","NA","0","KCC-1200","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"431","Polish Wheel    6''","Raw Material","1","NOS","0","0","5","0","6 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"432","Grinder Wheel    7''","Raw Material","1","NOS","0","0","50","0","7 Ench","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"433","Grinder Wheel    4''","Raw Material","1","NOS","0","0","35","0","4 Ench","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"434","Buffing Wheel   6''","Raw Material","1","NOS","0","0","10","0","6 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"435","Buffing Wheel   4''","Raw Material","1","NOS","0","0","30","0","4 Ench","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"436","Black Wheel  Stone 8''","Raw Material","1","NOS","0","0","3","0","8 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"437","White Wheel Stone 8''","Raw Material","1","NOS","0","0","1","0","8 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"438","Cutting Wheel Stone  14''","Raw Material","1","NOS","0","0","10","0","14 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"439","Cutting Wheel Stone  4''","Raw Material","1","NOS","0","0","50","0","4 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"440","Green Wheel Stone  8''","Raw Material","1","NOS","0","0","10","0","8 Ench","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"441","Loctite 596 ","Raw Material","1","NOS","0","0","5","0","85 Gm","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"442","Loctite 324 ","Raw Material","1","NOS","0","0","2","0","50 ML","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"443","Locktite 7075 ","Raw Material","1","NOS","0","0","1","0","100 ML ","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"444","Locktite 638 ","Raw Material","1","NOS","0","0","NA","0","50 ML","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"445","Tip P30","Raw Material","1","NOS","0","0","100","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"446","Diamound Cutter 4''","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"447","White Cutter 1/2''x4''","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"448","White Cutter 3/4''x6''","Raw Material","1","NOS","0","0","2","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"449","Turn Buckle 16mm","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"450","Turn Buckle 20mm","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"451","KP-35 Pressure Switch","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"452","KP-36 Pressure Switch","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"453","Hacksaw Blade 12''","Raw Material","1","NOS","0","0","20","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"454","Hacksaw Blade 14''","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"455","Hacksaw Blade 21''","Raw Material","1","NOS","0","0","5","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"456","Bolt 08x20","Raw Material","1","NOS","0","0","30","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"457","Bolt 08x50","Raw Material","1","NOS","0","0","50","0","","C","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"458","Bolt 10x30","Raw Material","1","NOS","0","0","40","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"459","Bolt 10x50","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"460","Bolt 10x75","Raw Material","1","NOS","0","0","60","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"461","Bolt 12x30","Raw Material","1","NOS","0","0","40","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"462","Bolt 12x50","Raw Material","1","NOS","0","0","NA","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"463","Bolt 12x75","Raw Material","1","NOS","0","0","56","0","","B","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"464","Bolt 12x140","Raw Material","1","NOS","0","0","NA","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"465","Bolt 16x50","Raw Material","1","NOS","0","0","480","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"466","Bolt 16x65","Raw Material","1","NOS","0","0","350","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"467","Bolt 16x75","Raw Material","1","NOS","0","0","280","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
"468","Bolt 16x100","Raw Material","1","NOS","0","0","50","0","","A","0","0","0","0","","","Store MHEL","","","","0","No","0000-00-00 00:00:00","0000-00-00 00:00:00"
